Date,Open,High,Low,Close,Adj Close,Volume,Group
16/08/2012,22.543215,22.741428,22.517857,22.726429,19.529251,254534000,3
17/08/2012,22.857143,23.149643,22.814642,23.146786,19.890469,442761200,3
20/08/2012,23.214643,23.755358,23.210714,23.755358,20.413431,613384800,3
21/08/2012,23.957857,24.102858,23.226072,23.430714,20.134455,812719600,3
22/08/2012,23.372143,23.892857,23.146786,23.888214,20.527599,565322800,3
23/08/2012,23.789642,23.924999,23.612499,23.665358,20.336088,420128800,3
24/08/2012,23.553928,23.91,23.4125,23.686428,20.354198,437340400,3
27/08/2012,24.285357,24.316786,24.055,24.131428,20.736593,427008400,3
28/08/2012,24.106428,24.146429,23.952499,24.1,20.709591,267416800,3
29/08/2012,24.116072,24.202499,24.021429,24.0525,20.66877,202806800,3
30/08/2012,23.951429,23.983929,23.673214,23.709642,20.374146,302699600,3
31/08/2012,23.830357,23.878571,23.473215,23.758572,20.416187,338321200,3
04/09/2012,23.777143,24.112143,23.732143,24.106071,20.714806,367892000,3
05/09/2012,24.127501,24.155357,23.914286,23.936787,20.569338,336375200,3
06/09/2012,24.041786,24.224644,23.957144,24.1525,20.7547,391196400,3
07/09/2012,24.216072,24.374287,24.134644,24.301428,20.882677,329666400,3
10/09/2012,24.301786,24.403214,23.646429,23.669285,20.339466,487998000,3
11/09/2012,23.753929,23.932142,23.446428,23.592501,20.273483,503983200,3
12/09/2012,23.816071,23.924999,23.428572,23.921072,20.555832,712233200,3
13/09/2012,24.191786,24.482143,24.098928,24.392143,20.960629,598360000,3
14/09/2012,24.641428,24.892143,24.567499,24.688572,21.215359,600474000,3
17/09/2012,24.976786,24.992857,24.807501,24.992144,21.476221,398031200,3
18/09/2012,24.995714,25.083214,24.872143,25.068214,21.541594,373503200,3
19/09/2012,25.009285,25.1425,24.984642,25.075001,21.547426,326874800,3
20/09/2012,24.969999,25.002142,24.772142,24.953571,21.443083,336568400,3
21/09/2012,25.086071,25.181072,24.977142,25.003214,21.485735,571589200,3
24/09/2012,24.530714,24.825714,24.392857,24.671072,21.200321,639766400,3
25/09/2012,24.580715,24.742144,24.035715,24.055,20.670914,518789600,3
26/09/2012,23.883572,24.024643,23.614286,23.756428,20.414351,576503200,3
27/09/2012,23.724644,24.363214,23.583929,24.332857,20.909683,594090000,3
28/09/2012,24.241072,24.325357,23.8125,23.825001,20.473276,535110800,3
01/10/2012,23.969999,24.169643,23.446428,23.549643,20.236654,543594800,3
02/10/2012,23.636072,23.798214,23.237499,23.618214,20.295578,627992400,3
03/10/2012,23.745001,23.995001,23.665358,23.980356,20.606775,424281200,3
04/10/2012,23.973215,24.080357,23.769644,23.814285,20.464066,370725600,3
05/10/2012,23.757143,23.785715,23.26,23.306786,20.027966,594006000,3
08/10/2012,23.102858,23.127142,22.718214,22.791786,19.585411,637994000,3
09/10/2012,22.808929,22.874643,22.269644,22.708929,19.514219,838597200,3
10/10/2012,22.847857,23.035,22.75,22.889643,19.669502,510356000,3
11/10/2012,23.089285,23.114286,22.432142,22.432142,19.276365,546081200,3
12/10/2012,22.484285,22.692142,22.332144,22.489643,19.325783,460014800,3
15/10/2012,22.583929,22.683214,22.280357,22.67,19.480761,432502000,3
16/10/2012,22.691786,23.225,22.535715,23.206785,19.942034,549771600,3
17/10/2012,23.173929,23.313929,23,23.021786,19.783054,389037600,3
18/10/2012,22.842501,22.930714,22.5,22.594286,19.415701,476624400,3
19/10/2012,22.5375,22.563213,21.772142,21.780001,18.715969,744086000,3
22/10/2012,21.872143,22.692142,21.812857,22.643929,19.458361,546730800,3
23/10/2012,22.535715,22.639286,21.846428,21.905714,18.823992,707145600,3
24/10/2012,22.194286,22.376785,21.808571,22.029642,18.930485,558527200,3
25/10/2012,22.142857,22.214285,21.626785,21.769285,18.70676,656325600,3
26/10/2012,21.765358,21.928572,21.107143,21.571428,18.536736,1018432800,3
31/10/2012,21.245714,21.498571,20.989286,21.261429,18.270342,510003200,3
01/11/2012,21.365,21.535715,21.220358,21.305,18.307795,361298000,3
02/11/2012,21.281786,21.319643,20.526785,20.6,17.701973,599373600,3
05/11/2012,20.84,20.991785,20.628571,20.879286,17.941969,529135600,3
06/11/2012,21.079643,21.097857,20.717501,20.816071,17.887642,374917200,3
07/11/2012,20.494286,20.519285,19.848215,19.928572,17.203213,793648800,3
08/11/2012,20.022499,20.079643,19.1175,19.205357,16.578903,1056146000,3
09/11/2012,19.300714,19.817142,19.061428,19.537857,16.865934,929913600,3
12/11/2012,19.791071,19.803572,19.237499,19.386786,16.735523,515802000,3
13/11/2012,19.246786,19.66,19.155714,19.389286,16.73768,532949200,3
14/11/2012,19.482143,19.551786,19.149286,19.174286,16.552082,477170400,3
15/11/2012,19.1975,19.267857,18.665001,18.772142,16.204935,789910800,3
16/11/2012,18.757143,18.928572,18.0625,18.845715,16.26844,1266893600,3
19/11/2012,19.311071,20.267857,19.281429,20.204643,17.441528,823317600,3
20/11/2012,20.425358,20.426786,19.806429,20.032499,17.292929,642754000,3
21/11/2012,20.151785,20.263214,19.878571,20.060715,17.317286,373002000,3
23/11/2012,20.256071,20.428572,20.092857,20.410715,17.619421,272826400,3
26/11/2012,20.567858,21.071428,20.489643,21.054644,18.175289,630579600,3
27/11/2012,21.055357,21.086428,20.717857,20.885,18.028843,533330000,3
28/11/2012,20.616785,20.921429,20.437857,20.819286,17.972115,520864400,3
29/11/2012,21.079287,21.223215,20.901785,21.048571,18.170044,514698800,3
30/11/2012,20.956785,21.014286,20.809999,20.902857,18.044258,391319600,3
03/12/2012,21.201786,21.235357,20.910715,20.935358,18.072315,364280000,3
04/12/2012,20.778572,20.778572,20.433214,20.566071,17.753527,557068400,3
05/12/2012,20.318214,20.330357,19.241785,19.2425,16.61097,1044638000,3
06/12/2012,18.890715,19.761072,18.522499,19.544285,16.871477,1177212400,3
07/12/2012,19.764286,19.828571,18.928572,19.044643,16.440165,787040800,3
10/12/2012,18.75,19.2325,18.627857,18.922142,16.334421,630484400,3
11/12/2012,19.2775,19.627142,19.191786,19.335358,16.691122,592345600,3
12/12/2012,19.563213,19.571428,19.1525,19.25,16.617439,487144000,3
13/12/2012,18.969643,19.201429,18.778572,18.9175,16.330412,625259600,3
14/12/2012,18.383928,18.504642,18.056429,18.206785,15.716891,1009579200,3
17/12/2012,18.176071,18.571428,17.901072,18.529642,15.995598,757607200,3
18/12/2012,18.75,19.103571,18.580357,19.067858,16.460213,625685200,3
19/12/2012,18.981071,19.060715,18.767857,18.796785,16.226206,449369200,3
20/12/2012,18.928572,18.935715,18.531429,18.633215,16.085005,481689600,3
21/12/2012,18.3025,18.559643,18.222857,18.547501,16.011011,596268400,3
24/12/2012,18.583929,18.723215,18.525356,18.577499,16.036911,175753200,3
26/12/2012,18.535715,18.552143,18.254286,18.321428,15.815858,302436400,3
27/12/2012,18.340714,18.4375,18.023571,18.395,15.879365,455120400,3
28/12/2012,18.224644,18.374287,18.147142,18.199642,15.71073,354278400,3
31/12/2012,18.233213,19.121429,18.178572,19.006071,16.40687,659492400,3
02/01/2013,19.779285,19.821428,19.343929,19.608213,16.926661,560518000,4
03/01/2013,19.567142,19.631071,19.321428,19.360714,16.713015,352965200,4
04/01/2013,19.1775,19.236786,18.779642,18.821428,16.247477,594333600,4
07/01/2013,18.642857,18.903572,18.4,18.710714,16.151909,484156400,4
08/01/2013,18.900356,18.996071,18.616072,18.761072,16.195379,458707200,4
09/01/2013,18.660715,18.750357,18.428215,18.467857,15.942261,407604400,4
10/01/2013,18.876785,18.882856,18.411428,18.696785,16.139887,601146000,4
11/01/2013,18.607143,18.761429,18.536428,18.582144,16.04092,350506800,4
14/01/2013,17.952858,18.125,17.803928,17.919643,15.469023,734207600,4
15/01/2013,17.796429,17.821072,17.263571,17.354286,14.980978,876772400,4
16/01/2013,17.665714,18.194286,17.589285,18.074642,15.602822,690804800,4
17/01/2013,18.225357,18.241072,17.929644,17.952858,15.497692,453678400,4
18/01/2013,17.804285,17.936428,17.728571,17.857143,15.415066,472922800,4
22/01/2013,18.02,18.138571,17.736786,18.0275,15.562127,461546400,4
23/01/2013,18.171785,18.3925,18.0275,18.3575,15.846995,861509600,4
24/01/2013,16.428572,16.633215,16.080357,16.089285,13.888975,1460852400,4
25/01/2013,16.131786,16.293928,15.535714,15.71,13.561559,1208026400,4
28/01/2013,15.636786,16.186071,15.566428,16.065357,13.868317,785517600,4
29/01/2013,16.375,16.435715,16.147142,16.366785,14.128521,571158000,4
30/01/2013,16.321428,16.521429,16.232143,16.315357,14.084129,417155200,4
31/01/2013,16.320715,16.402857,16.249287,16.2675,14.042816,319334400,4
01/02/2013,16.396786,16.41,16.012501,16.200714,13.985164,539484400,4
04/02/2013,16.211071,16.283571,15.785714,15.797143,13.636781,477117200,4
05/02/2013,15.858929,16.419285,15.793571,16.351429,14.115267,573347600,4
06/02/2013,16.3025,16.660715,16.163572,16.333929,14.100163,593706400,4
07/02/2013,16.544643,16.785715,16.218571,16.722143,14.519414,704580800,4
08/02/2013,16.928572,17.100357,16.723215,16.963572,14.729036,633158400,4
11/02/2013,17.017857,17.319286,16.901785,17.140358,14.882536,517490400,4
12/02/2013,17.125357,17.227858,16.705,16.710714,14.509483,609053200,4
13/02/2013,16.686071,16.915714,16.543571,16.678928,14.481888,475207600,4
14/02/2013,16.59,16.844286,16.572144,16.663929,14.468861,355275200,4
15/02/2013,16.744642,16.79143,16.425714,16.434286,14.269472,391745200,4
19/02/2013,16.467857,16.526072,16.208929,16.428215,14.264201,435783600,4
20/02/2013,16.346071,16.346071,16.028572,16.030357,13.918752,476302400,4
21/02/2013,15.928572,16.041786,15.815,15.930715,13.832232,447182400,4
22/02/2013,16.044643,16.128571,15.95,16.100357,13.979529,330654800,4
25/02/2013,16.208929,16.254286,15.806071,15.814285,13.731138,372579200,4
26/02/2013,15.850715,16.126429,15.630714,16.034643,13.922474,501499600,4
27/02/2013,16.015358,16.158571,15.7375,15.8775,13.786031,587350400,4
28/02/2013,15.858929,15.995358,15.764286,15.764286,13.687728,322515200,4
01/03/2013,15.642858,15.649285,15.356428,15.373929,13.348788,552448400,4
04/03/2013,15.278571,15.292857,14.964286,15.001785,13.025666,582755600,4
05/03/2013,15.052857,15.5425,15.026786,15.397857,13.369565,638433600,4
06/03/2013,15.518214,15.544642,15.158215,15.202143,13.199633,460250000,4
07/03/2013,15.160714,15.428928,15.037857,15.377857,13.352201,468473600,4
08/03/2013,15.35,15.551071,15.3075,15.418571,13.387554,391482000,4
11/03/2013,15.348214,15.678928,15.183572,15.638214,13.578261,474236000,4
12/03/2013,15.557143,15.674286,15.270357,15.301071,13.28553,465911600,4
13/03/2013,15.301785,15.517858,15.191428,15.298214,13.283049,405549200,4
14/03/2013,15.458215,15.522857,15.373215,15.446428,13.41174,303875600,4
15/03/2013,15.640357,15.865357,15.616072,15.845,13.757811,643960800,4
18/03/2013,15.766071,16.337856,15.757143,16.275715,14.13179,606197200,4
19/03/2013,16.410715,16.463215,16.017857,16.231785,14.093645,526775200,4
20/03/2013,16.336428,16.343929,16.056786,16.145714,14.018912,308660800,4
21/03/2013,16.079287,16.356428,16.075001,16.168928,14.039067,383255600,4
22/03/2013,16.235001,16.503571,16.182501,16.496786,14.323741,395105200,4
25/03/2013,16.596071,16.783928,16.492144,16.556429,14.375524,501135600,4
26/03/2013,16.622858,16.637142,16.4475,16.469286,14.299861,294294000,4
27/03/2013,16.302143,16.314285,16.0975,16.145714,14.018912,331237200,4
28/03/2013,16.065001,16.136429,15.772142,15.809286,13.726799,442839600,4
01/04/2013,15.782143,15.846429,15.276428,15.318214,13.300417,389732000,4
02/04/2013,15.271428,15.647857,15.228572,15.349643,13.327703,529519200,4
03/04/2013,15.406072,15.617143,15.368215,15.428214,13.395925,363216000,4
04/04/2013,15.491428,15.535714,15.1875,15.275714,13.263513,358447600,4
05/04/2013,15.160714,15.176785,14.988571,15.114285,13.12335,383695200,4
08/04/2013,15.173214,15.267858,15.088928,15.221786,13.216689,300829200,4
09/04/2013,15.227143,15.303572,15.098214,15.249286,13.240564,306614000,4
10/04/2013,15.289286,15.609285,15.214643,15.560357,13.510663,375928000,4
11/04/2013,15.49,15.6425,15.4,15.511786,13.468487,328364400,4
12/04/2013,15.505357,15.505357,15.324643,15.35,13.328014,238613200,4
15/04/2013,15.25,15.281786,14.983929,14.994643,13.019465,317520000,4
16/04/2013,15.056071,15.236072,15.020357,15.222857,13.217618,305771200,4
17/04/2013,15.009643,15.021428,14.218214,14.385715,12.490751,945056000,4
18/04/2013,14.463928,14.4925,13.919286,14.001785,12.157393,666299200,4
19/04/2013,13.856071,14.271428,13.753572,13.9475,12.11026,609274400,4
22/04/2013,14.022857,14.364285,13.973928,14.238214,12.362679,429920400,4
23/04/2013,14.428214,14.585,14.243215,14.504642,12.594009,664238400,4
24/04/2013,14.055,14.830358,14.017858,14.480714,12.573236,969651200,4
25/04/2013,14.686786,14.783571,14.535714,14.585,12.663784,384837600,4
26/04/2013,14.636071,14.956072,14.580358,14.9,12.937292,764097600,4
29/04/2013,15.016071,15.486428,15,15.361428,13.337935,640326400,4
30/04/2013,15.539286,15.901786,15.431071,15.813571,13.73052,691538400,4
01/05/2013,15.873571,15.890357,15.513928,15.688929,13.622295,506909200,4
02/05/2013,15.777857,16.02107,15.736786,15.911428,13.815487,421828400,4
03/05/2013,16.118214,16.186787,16.041071,16.070715,13.953794,361300800,4
06/05/2013,16.275356,16.507143,16.225357,16.453928,14.286529,496641600,4
07/05/2013,16.606071,16.633928,16.203571,16.380714,14.222957,483753200,4
08/05/2013,16.394285,16.620358,16.278929,16.565714,14.383587,472598000,4
09/05/2013,16.421785,16.535715,16.270714,16.313213,14.258102,398487600,4
10/05/2013,16.356071,16.418215,16.088572,16.1775,14.139489,334852000,4
13/05/2013,16.125357,16.353571,16.125,16.240715,14.194741,316948800,4
